date,open,high,low,close,volume,dividend,split
2007-10-24,4682.0,4682.0,4682.0,4682.0,10000,0,1
2007-10-27,4775.0,4775.0,4775.0,4775.0,7000,0,1
2007-10-28,4870.0,4870.0,4870.0,4870.0,87981,0,1
2007-10-29,4967.0,4967.0,4967.0,4967.0,45500,0,1
2007-10-30,5066.0,5066.0,4970.0,4970.0,36976,0,1
2007-10-31,5069.0,5069.0,5069.0,5069.0,26980,0,1
2007-11-11,5080.0,5290.0,4760.0,4889.0,40336634,0,1
2007-11-12,4986.0,4986.0,4920.0,4920.0,346353,0,1
2007-11-13,5018.0,5018.0,4962.0,4962.0,464480,0,1
2007-11-14,5000.0,5061.0,4863.0,4971.0,8688849,0,1
2007-11-17,5070.0,5070.0,4950.0,5037.0,8224887,0,1
2007-11-18,4937.0,4939.0,4937.0,4937.0,5374449,0,1
2007-11-19,4839.0,4841.0,4839.0,4839.0,6500720,0,1
2007-11-20,4860.0,4935.0,4850.0,4919.0,1518558,0,1
2007-11-21,5017.0,5017.0,4943.0,4943.0,263860,0,1
2007-11-24,5041.0,5041.0,4881.0,5007.0,7144335,0,1
2007-11-25,4920.0,4970.0,4907.0,4915.0,2393730,0,1
2007-11-26,4916.0,4930.0,4821.0,4910.0,1001369,0,1
2007-11-27,4937.0,5008.0,4871.0,5006.0,5009423,0,1
2007-11-28,5088.0,5091.0,5001.0,5015.0,1229772,0,1
2007-12-01,5003.0,5028.0,4921.0,4992.0,566897,0,1
2007-12-02,4900.0,4971.0,4893.0,4971.0,227665,0,1
2007-12-03,4872.0,4872.0,4872.0,4872.0,2279752,0,1
2007-12-04,4777.0,4819.0,4775.0,4779.0,2831809,0,1
2007-12-05,4874.0,4874.0,4874.0,4874.0,2233747,0,1
2007-12-08,4971.0,4971.0,4876.0,4876.0,22166,0,1
2007-12-09,4973.0,4973.0,4878.0,4878.0,25366,0,1
2007-12-10,4975.0,4975.0,4878.0,4878.0,3060,0,1
2007-12-11,4975.0,4975.0,4879.0,4879.0,16395,0,1
2007-12-12,4976.0,4976.0,4903.0,4903.0,269082,0,1
2007-12-15,5001.0,5001.0,4911.0,4911.0,91015,0,1
2007-12-16,5009.0,5009.0,5009.0,5009.0,5514084,0,1
2007-12-17,4909.0,5061.0,4909.0,4957.0,2209683,0,1
2007-12-18,4988.0,4988.0,4882.0,4930.0,507618,0,1
2007-12-19,4858.0,4870.0,4832.0,4863.0,948457,0,1
2007-12-22,4810.0,4871.0,4804.0,4863.0,91362,0,1
2007-12-23,4863.0,4960.0,4863.0,4875.0,177618,0,1
2007-12-24,4972.0,4972.0,4891.0,4897.0,369744,0,1
2007-12-25,4950.0,4994.0,4925.0,4925.0,395806,0,1
2007-12-26,4999.0,5023.0,4999.0,5022.0,1118614,0,1
2007-12-30,5110.0,5122.0,5022.0,5116.0,1770100,0,1
2007-12-31,5218.0,5218.0,5140.0,5140.0,258316,0,1
2008-01-01,5242.0,5242.0,5186.0,5186.0,497278,0,1
2008-01-02,5289.0,5289.0,5234.0,5234.0,515511,0,1
2008-01-05,5338.0,5338.0,5260.0,5260.0,275839,0,1
2008-01-06,5365.0,5365.0,5271.0,5363.0,4275993,0,1
2008-01-08,5390.0,5470.0,5376.0,5398.0,412736,0,1
2008-01-09,5505.0,5505.0,5440.0,5440.0,427623,0,1
2008-01-12,5548.0,5548.0,5454.0,5454.0,139404,0,1
2008-01-13,5563.0,5563.0,5479.0,5479.0,251310,0,1
2008-01-14,5588.0,5588.0,5588.0,5588.0,1255106,0,1
2008-01-15,5699.0,5699.0,5681.0,5681.0,920362,0,1
2008-01-16,5794.0,5794.0,5729.0,5729.0,468223,0,1
2008-01-20,5843.0,5843.0,5721.0,5841.0,3321631,0,1
2008-01-21,5957.0,5957.0,5949.0,5956.0,1526212,0,1
2008-01-22,6075.0,6075.0,6006.0,6006.0,457420,0,1
2008-01-23,6126.0,6126.0,6024.0,6024.0,168273,0,1
2008-01-26,6144.0,6144.0,6026.0,6125.0,4059762,0,1
2008-01-27,6003.0,6078.0,6003.0,6004.0,1653187,0,1
2008-01-28,5942.0,6129.0,5720.0,5817.0,2403052,0,1
2008-01-29,5817.0,5927.0,5701.0,5796.0,638813,0,1
2008-01-30,5681.0,5898.0,5681.0,5689.0,3169736,0,1
2008-02-02,5797.0,5802.0,5576.0,5627.0,1101342,0,1
2008-02-03,5515.0,5515.0,5515.0,5515.0,1219857,0,1
2008-02-04,5410.0,5600.0,5405.0,5437.0,1043681,0,1
2008-02-05,5345.0,5450.0,5329.0,5362.0,1455572,0,1
2008-02-06,5440.0,5440.0,5255.0,5274.0,1220259,0,1
2008-02-09,5335.0,5335.0,5169.0,5244.0,359878,0,1
2008-02-10,5140.0,5300.0,5140.0,5159.0,1013687,0,1
2008-02-12,5210.0,5262.0,5080.0,5149.0,537568,0,1
2008-02-13,5182.0,5251.0,5110.0,5231.0,1152455,0,1
2008-02-16,5334.0,5335.0,5280.0,5333.0,1375192,0,1
2008-02-17,5269.0,5289.0,5227.0,5289.0,455561,0,1
2008-02-18,5184.0,5282.0,5184.0,5282.0,71533,0,1
2008-02-19,5177.0,5252.0,5177.0,5237.0,483158,0,1
2008-02-20,5236.0,5236.0,5133.0,5217.0,211950,0,1
2008-02-23,5150.0,5200.0,5113.0,5123.0,1024715,0,1
2008-02-24,5021.0,5123.0,5021.0,5021.0,1631745,0,1
2008-02-25,5021.0,5121.0,4954.0,5086.0,918460,0,1
2008-02-26,5183.0,5183.0,4985.0,5056.0,634370,0,1
2008-02-27,4984.0,5052.0,4955.0,5052.0,48361,0,1
2008-03-01,4951.0,5051.0,4951.0,5051.0,12510,0,1
2008-03-02,4950.0,5051.0,4950.0,5051.0,30,0,1
2008-03-03,4950.0,5051.0,4950.0,5051.0,2422,0,1
2008-03-04,4950.0,5051.0,4950.0,5051.0,410,0,1
2008-03-05,4950.0,4979.0,4950.0,4979.0,785552,0,1
2008-03-09,4890.0,4947.0,4880.0,4918.0,765144,0,1
2008-04-08,5802.0,5899.0,5526.0,5637.0,6912366,0,1
2008-04-09,5555.0,5679.0,5525.0,5565.0,1266908,0,1
2008-04-12,5454.0,5520.0,5454.0,5454.0,1096000,0,1
2008-04-13,5345.0,5429.0,5345.0,5429.0,250074,0,1
2008-04-14,5321.0,5536.0,5321.0,5379.0,1887612,0,1
2008-04-15,5486.0,5486.0,5443.0,5443.0,665986,0,1
2008-04-16,5551.0,5551.0,5465.0,5465.0,221028,0,1
2008-04-19,5574.0,5574.0,5377.0,5572.0,2158599,0,1
2008-04-20,5580.0,5651.0,5550.0,5584.0,757193,0,1
2008-04-21,5577.0,5578.0,5490.0,5561.0,308753,0,1
2008-04-22,5500.0,5590.0,5451.0,5557.0,333929,0,1
2008-04-23,5600.0,5668.0,5557.0,5585.0,321109,0,1
2008-04-26,5696.0,5696.0,5637.0,5637.0,514228,0,1
2008-04-27,5749.0,5749.0,5683.0,5683.0,454362,0,1
2008-04-28,5796.0,5796.0,5580.0,5783.0,8771291,0,1
2008-04-29,5898.0,5898.0,5895.0,5897.0,1292341,0,1
2008-04-30,5970.0,6009.0,5899.0,5963.0,1421166,0,1
2008-05-03,5920.0,5963.0,5844.0,5959.0,47450,0,1
2008-05-04,5840.0,5959.0,5840.0,5959.0,38,0,1
2008-05-05,5880.0,5970.0,5800.0,5857.0,2968290,0,1
2008-05-06,5850.0,5974.0,5845.0,5942.0,1734103,0,1
2008-05-07,6060.0,6060.0,6060.0,6060.0,2537316,0,1
2008-05-10,6241.0,6241.0,6234.0,6240.0,1736946,0,1
2008-05-11,6390.0,6427.0,6260.0,6397.0,3280670,0,1
2008-05-12,6550.0,6588.0,6450.0,6573.0,2690958,0,1
2008-05-13,6770.0,6770.0,6673.0,6769.0,3385069,0,1
2008-05-14,6800.0,6972.0,6799.0,6948.0,12131421,0,1
2008-05-17,7089.0,7109.0,6880.0,6945.0,1699395,0,1
2008-05-18,6945.0,6945.0,6738.0,6805.0,1218180,0,1
2008-05-19,6790.0,7009.0,6601.0,6836.0,2270822,0,1
2008-05-20,7038.0,7041.0,7038.0,7040.0,1299469,0,1
2008-05-21,7251.0,7251.0,7151.0,7151.0,574343,0,1
2008-05-24,7365.0,7365.0,7191.0,7191.0,205968,0,1
2008-05-25,7406.0,7406.0,7195.0,7195.0,22812,0,1
2008-05-26,7410.0,7410.0,7200.0,7200.0,23409,0,1
2008-05-27,7416.0,7416.0,7224.0,7224.0,119350,0,1
2008-05-28,7440.0,7440.0,7226.0,7226.0,8657,0,1
2008-05-31,7442.0,7442.0,7229.0,7229.0,17105,0,1
2008-06-01,7445.0,7445.0,7263.0,7263.0,173663,0,1
2008-06-02,7480.0,7480.0,7287.0,7287.0,120662,0,1
2008-06-08,7505.0,7505.0,7302.0,7302.0,77151,0,1
2008-06-10,9799.0,10896.0,8200.0,10153.0,6313722,0,1
2008-06-11,10240.0,10457.0,10153.0,10432.0,4129274,0,1
2008-06-14,10744.0,10744.0,10400.0,10670.0,3274719,0,1
2008-06-15,10990.0,10990.0,10942.0,10942.0,933309,0,1
2008-06-16,11270.0,11270.0,11001.0,11270.0,4312315,0,1
2008-06-17,11608.0,11608.0,11474.0,11474.0,661788,0,1
2008-06-18,11818.0,11818.0,11529.0,11529.0,176899,0,1
2008-06-21,11874.0,11874.0,11632.0,11632.0,325840,0,1
2008-06-22,11980.0,11980.0,11303.0,11934.0,10305733,0,1
2008-06-23,11934.0,12238.0,11576.0,11838.0,1698776,0,1
2008-06-24,11483.0,11827.0,1675.0,11827.0,548034664,0,1
2008-06-25,11473.0,11976.0,11473.0,11518.0,13620813,0,1
2008-06-28,11777.0,11863.0,11173.0,11194.0,1195867,0,1
2008-07-05,12103.0,13400.0,11907.0,12338.0,5228698,0,1
2008-07-06,12708.0,12708.0,12381.0,12381.0,127547,0,1
2008-07-07,12752.0,12752.0,12010.0,12523.0,6194199,0,1
2008-07-08,12890.0,12898.0,12152.0,12650.0,1733253,0,1
2008-07-09,12272.0,12559.0,12271.0,12559.0,263329,0,1
2008-07-12,12183.0,12491.0,12183.0,12491.0,199232,0,1
2008-07-13,12117.0,12590.0,12117.0,12136.0,3851118,0,1
2008-07-14,12450.0,12500.0,12200.0,12457.0,1456586,0,1
2008-07-15,12830.0,12830.0,12830.0,12830.0,1267810,0,1
2008-07-19,13214.0,13214.0,13210.0,13213.0,3468182,0,1
2008-07-20,13609.0,13609.0,12920.0,13384.0,5239692,0,1
2008-07-21,13000.0,13286.0,12983.0,13286.0,270374,0,1
2008-07-22,12888.0,13257.0,12888.0,13257.0,80010,0,1
2008-07-23,12860.0,13300.0,12860.0,12895.0,2134255,0,1
2008-07-26,12509.0,12836.0,12509.0,12836.0,167634,0,1
2008-07-27,12451.0,12818.0,12451.0,12818.0,50010,0,1
2008-07-28,12434.0,12798.0,12434.0,12798.0,57009,0,1
2008-07-29,12415.0,12782.0,12415.0,12782.0,45010,0,1
2008-08-02,12399.0,12780.0,12399.0,12780.0,5620,0,1
2008-08-03,12397.0,12780.0,12397.0,12780.0,810,0,1
2008-08-04,12397.0,12780.0,12397.0,12780.0,1210,0,1
2008-08-05,12397.0,12780.0,12397.0,12780.0,110,0,1
2008-08-06,12397.0,12780.0,12397.0,12780.0,810,0,1
2008-08-10,12397.0,12397.0,12397.0,12397.0,1000,0,1
2008-08-11,12026.0,20403.0,12026.0,12026.0,668570413,0,1
2008-08-12,11666.0,11666.0,11666.0,11666.0,1851,0,1
2008-08-13,11317.0,11317.0,11317.0,11317.0,351,0,1
2008-08-16,10978.0,10978.0,10978.0,10978.0,707,0,1
2008-08-18,10649.0,10978.0,10649.0,10978.0,495,0,1
2008-08-19,10649.0,10649.0,10649.0,10649.0,100,0,1
2008-08-20,10330.0,10330.0,10330.0,10330.0,1900,0,1
2008-08-23,10021.0,10021.0,10021.0,10021.0,4072,0,1
2008-08-24,9721.0,9721.0,9721.0,9721.0,106784,0,1
2008-08-25,9461.0,9688.0,9430.0,9461.0,5922639,0,1
2008-08-26,9270.0,9430.0,9178.0,9241.0,4054077,0,1
2008-08-27,9151.0,9151.0,8964.0,9095.0,637093,0,1
2008-08-30,8823.0,9093.0,8823.0,9093.0,8840,0,1
2008-08-31,8821.0,9093.0,8821.0,9093.0,178,0,1
2008-09-02,8821.0,9189.0,8821.0,8833.0,5477208,0,1
2008-09-03,9097.0,9097.0,9080.0,9080.0,1028799,0,1
2008-09-06,9260.0,9260.0,8808.0,8879.0,2010395,0,1
2008-09-07,8613.0,8613.0,8613.0,8613.0,2051663,0,1
2008-09-08,8403.0,8444.0,1675.0,8357.0,110727773,0,1
2008-09-09,8107.0,8296.0,8107.0,8296.0,265541,0,1
2008-09-10,8048.0,8293.0,8048.0,8293.0,14184,0,1
2008-09-13,8045.0,8180.0,8045.0,8180.0,501305,0,1
2008-09-14,7935.0,8180.0,7935.0,8180.0,2039,0,1
2008-09-16,7935.0,8180.0,7935.0,8180.0,1363,0,1
2008-09-17,7935.0,8179.0,7935.0,8179.0,4712,0,1
2008-09-23,7934.0,8179.0,7934.0,8179.0,1510,0,1
2008-09-24,7934.0,8178.0,7934.0,8178.0,3255,0,1
2008-09-27,7933.0,7933.0,7933.0,7933.0,5017,0,1
2008-09-28,7696.0,7696.0,7696.0,7696.0,1000,0,1
2008-09-29,7466.0,7466.0,7466.0,7466.0,1265,0,1
2008-09-30,7243.0,7243.0,7243.0,7243.0,1000,0,1
2008-10-04,7026.0,7026.0,7026.0,7026.0,1052,0,1
2008-10-05,6816.0,7025.0,6816.0,7025.0,7229,0,1
2008-10-06,6815.0,6815.0,6815.0,6815.0,143,0,1
2008-10-07,6611.0,6611.0,6611.0,6611.0,10450,0,1
2008-10-08,6413.0,6413.0,6413.0,6413.0,502545,0,1
2008-10-11,6221.0,6221.0,6221.0,6221.0,505,0,1
2008-10-12,6035.0,6035.0,6035.0,6035.0,33327,0,1
2008-10-13,5854.0,6034.0,5854.0,6034.0,3510,0,1
2008-10-14,5853.0,5853.0,5853.0,5853.0,2180714,0,1
2008-10-15,5678.0,5796.0,5678.0,5796.0,359794,0,1
2008-10-18,5623.0,5795.0,5623.0,5795.0,3827,0,1
2008-10-19,5622.0,5794.0,5622.0,5794.0,3467,0,1
2008-10-20,5621.0,5793.0,5621.0,5793.0,3812,0,1
2008-10-21,5620.0,5793.0,5620.0,5793.0,364,0,1
2008-10-26,5620.0,5793.0,5620.0,5793.0,361,0,1
2008-10-28,5620.0,5793.0,5620.0,5793.0,855,0,1
2008-11-01,5620.0,5620.0,5620.0,5620.0,1000,0,1
2008-11-02,5452.0,5452.0,5452.0,5452.0,1824,0,1
2008-11-03,5289.0,5289.0,5289.0,5289.0,1510,0,1
2008-11-04,5131.0,5131.0,5131.0,5131.0,18161,0,1
2008-11-05,4978.0,5284.0,4978.0,5113.0,6225800,0,1
2008-11-08,4961.0,5050.0,4960.0,4972.0,1575778,0,1
2008-11-09,4823.0,4900.0,4823.0,4834.0,1011598,0,1
2008-11-10,4689.0,4823.0,4689.0,4725.0,827493,0,1
2008-11-11,4584.0,4866.0,4584.0,4739.0,299613,0,1
2008-11-12,4881.0,4881.0,4848.0,4848.0,846231,0,1
2008-11-15,4940.0,4980.0,4848.0,4867.0,326103,0,1
2008-11-16,5013.0,5013.0,4933.0,4933.0,499980,0,1
2008-11-17,5080.0,5080.0,4849.0,5025.0,929839,0,1
2008-11-18,4875.0,5020.0,4875.0,5016.0,66347,0,1
2008-11-19,4866.0,5014.0,4866.0,5014.0,12404,0,1
2008-11-22,4864.0,5014.0,4864.0,5014.0,3479,0,1
2008-11-23,4864.0,5014.0,4864.0,5014.0,1806,0,1
2008-11-24,4864.0,5005.0,4864.0,5005.0,65478,0,1
2008-11-25,4855.0,5005.0,4855.0,5005.0,2200,0,1
2008-11-26,4855.0,5005.0,4855.0,5005.0,604,0,1
2008-11-30,4855.0,5004.0,4855.0,5004.0,5506,0,1
2008-12-01,4854.0,5004.0,4854.0,5004.0,87,0,1
2008-12-03,4854.0,5004.0,4854.0,5004.0,220,0,1
2008-12-06,4854.0,4854.0,4854.0,5004.0,1500,0,1
2008-12-07,0.0,0.0,0.0,5004.0,0,0,1
2008-12-08,0.0,0.0,0.0,5004.0,0,0,1
2008-12-10,0.0,0.0,0.0,5004.0,0,0,1
2008-12-13,0.0,0.0,0.0,5004.0,0,0,1
2008-12-14,0.0,0.0,0.0,5004.0,0,0,1
2008-12-15,0.0,0.0,0.0,5004.0,0,0,1
2008-12-16,0.0,0.0,0.0,5004.0,0,0,1
2008-12-20,0.0,0.0,0.0,5004.0,0,0,1
2008-12-21,0.0,0.0,0.0,5004.0,0,0,1
2008-12-22,0.0,0.0,0.0,5004.0,0,0,1
2008-12-23,0.0,0.0,0.0,5004.0,0,0,1
2008-12-24,0.0,0.0,0.0,5004.0,0,0,1
2008-12-27,0.0,0.0,0.0,5004.0,0,0,1
2008-12-28,0.0,0.0,0.0,5004.0,0,0,1
2008-12-29,0.0,0.0,0.0,5004.0,0,0,1
2008-12-30,0.0,0.0,0.0,5004.0,0,0,1
2008-12-31,0.0,0.0,0.0,5004.0,0,0,1
2009-01-03,0.0,0.0,0.0,5004.0,0,0,1
2009-01-04,0.0,0.0,0.0,5004.0,0,0,1
2009-01-05,0.0,0.0,0.0,5004.0,0,0,1
2009-01-10,0.0,0.0,0.0,5004.0,0,0,1
2009-01-11,0.0,0.0,0.0,5004.0,0,0,1
2009-01-12,0.0,0.0,0.0,5004.0,0,0,1
2009-01-13,3885.0,3885.0,3541.0,3694.0,2509266,0,1
2009-01-14,3804.0,3804.0,3804.0,3795.0,1004140,0,1
2009-01-17,3906.0,3908.0,3866.0,3899.0,1110720,0,1
2009-01-18,3996.0,4015.0,3930.0,3987.0,1018587,0,1
2009-01-19,4106.0,4106.0,4105.0,4009.0,200000,0,1
2009-01-20,4129.0,4129.0,4129.0,4011.0,21678,0,1
2009-01-21,4131.0,4131.0,4131.0,4021.0,87426,0,1
2009-01-24,4141.0,4141.0,4029.0,4094.0,1204567,0,1
2009-01-25,4190.0,4200.0,4008.0,4099.0,490442,0,1
2009-01-26,4145.0,4221.0,4142.0,4144.0,580089,0,1
2009-01-27,4260.0,4268.0,4250.0,4158.0,124354,0,1
2009-01-28,4282.0,4282.0,4279.0,4176.0,156898,0,1
2009-01-31,4301.0,4301.0,4301.0,4203.0,239523,0,1
2009-02-01,4329.0,4329.0,4329.0,4224.0,183105,0,1
2009-02-02,4350.0,4350.0,4220.0,4260.0,348942,0,1
2009-02-03,4340.0,4360.0,4260.0,4264.0,193369,0,1
2009-02-04,4372.0,4372.0,4225.0,4263.0,120068,0,1
2009-02-07,4330.0,4372.0,4230.0,4273.0,237968,0,1
2009-02-08,4273.0,4330.0,4145.0,4228.0,480779,0,1
2009-02-09,4102.0,4102.0,4102.0,4226.0,18946,0,1
2009-02-11,4100.0,4100.0,4100.0,4226.0,2624,0,1
2009-02-14,4100.0,4100.0,4100.0,4226.0,1000,0,1
2009-02-15,0.0,0.0,0.0,4226.0,0,0,1
2009-02-17,4100.0,4100.0,4100.0,4225.0,5000,0,1
2009-02-18,0.0,0.0,0.0,4225.0,0,0,1
2009-02-21,4099.0,4099.0,4099.0,4225.0,1212,0,1
2009-02-22,0.0,0.0,0.0,4225.0,0,0,1
2009-02-23,4099.0,4099.0,4099.0,4224.0,4854,0,1
2009-02-25,0.0,0.0,0.0,4224.0,0,0,1
2009-02-28,4098.0,4098.0,4098.0,4223.0,4860,0,1
2009-03-01,0.0,0.0,0.0,4223.0,0,0,1
2009-03-02,4097.0,4097.0,4097.0,4223.0,482,0,1
2009-03-03,0.0,0.0,0.0,4223.0,0,0,1
2009-03-04,0.0,0.0,0.0,4223.0,0,0,1
2009-03-07,0.0,0.0,0.0,4223.0,0,0,1
2009-03-08,0.0,0.0,0.0,4223.0,0,0,1
2009-03-09,4097.0,4097.0,4097.0,4097.0,50,0,1
2009-03-10,3975.0,3975.0,3975.0,4097.0,246,0,1
2009-03-11,3975.0,3975.0,3975.0,4097.0,50,0,1
2009-03-14,0.0,0.0,0.0,4097.0,0,0,1
2009-03-16,0.0,0.0,0.0,4097.0,0,0,1
2009-03-17,3975.0,3975.0,3975.0,4083.0,125160,0,1
2009-03-18,0.0,0.0,0.0,4083.0,0,0,1
2009-03-25,0.0,0.0,0.0,4083.0,0,0,1
2009-03-28,3961.0,3961.0,3961.0,4062.0,189279,0,1
2009-03-29,3941.0,4095.0,3941.0,3965.0,1178033,0,1
2009-03-30,4083.0,4083.0,3902.0,3985.0,328152,0,1
2009-03-31,3866.0,3934.0,3866.0,3963.0,203057,0,1
2009-04-04,3872.0,4081.0,3872.0,3979.0,174092,0,1
2009-04-05,4098.0,4098.0,4098.0,4002.0,208245,0,1
2009-04-06,4122.0,4122.0,4098.0,4093.0,843450,0,1
2009-04-07,4215.0,4215.0,4000.0,4101.0,177217,0,1
2009-04-08,4222.0,4224.0,4160.0,4159.0,518861,0,1
2009-04-11,4282.0,4283.0,4170.0,4203.0,432129,0,1
2009-04-12,4328.0,4328.0,4100.0,4207.0,148076,0,1
2009-04-13,4112.0,4266.0,4081.0,4196.0,113663,0,1
2009-04-14,4071.0,4071.0,4071.0,4195.0,9774,0,1
2009-04-15,4070.0,4070.0,4070.0,4195.0,2332,0,1
2009-04-18,4070.0,4070.0,4070.0,4193.0,13440,0,1
2009-04-19,4068.0,4318.0,4068.0,4221.0,697955,0,1
2009-04-20,4346.0,4347.0,4345.0,4347.0,1140023,0,1
2009-04-21,0.0,0.0,0.0,4347.0,0,0,1
2009-04-22,0.0,0.0,0.0,4347.0,0,0,1
2009-04-25,4265.0,4265.0,3800.0,3875.0,674431,0,1
2009-04-26,3991.0,3991.0,3759.0,3855.0,467162,0,1
2009-04-27,3878.0,3945.0,3762.0,3784.0,5486750,0,1
2009-04-28,3829.0,3830.0,3671.0,3775.0,145563,0,1
2009-04-29,3780.0,3883.0,3662.0,3732.0,466142,0,1
2009-05-02,3698.0,3750.0,3621.0,3722.0,127967,0,1
2009-05-03,3799.0,3818.0,3641.0,3718.0,173671,0,1
2009-05-04,3749.0,3829.0,3711.0,3776.0,741249,0,1
2009-05-05,3889.0,3889.0,3889.0,3805.0,281155,0,1
2009-05-06,3919.0,3919.0,3919.0,3810.0,46100,0,1
2009-05-09,3924.0,3924.0,3924.0,3811.0,10694,0,1
2009-05-10,3925.0,3925.0,3925.0,3812.0,13528,0,1
2009-05-11,3926.0,3926.0,3926.0,3812.0,10,0,1
2009-05-12,3926.0,3926.0,3926.0,3879.0,645210,0,1
2009-05-13,3995.0,3995.0,3995.0,3881.0,20188,0,1
2009-05-16,3997.0,3997.0,3997.0,3896.0,137209,0,1
2009-05-17,4012.0,4012.0,4012.0,3923.0,251113,0,1
2009-05-18,4038.0,4038.0,3821.0,3955.0,1181227,0,1
2009-05-19,3949.0,3999.0,3934.0,3952.0,498967,0,1
2009-05-20,4000.0,4070.0,4000.0,3968.0,157117,0,1
2009-05-23,4087.0,4087.0,4070.0,3995.0,249707,0,1
2009-05-24,4114.0,4114.0,4109.0,4006.0,105596,0,1
2009-05-25,4110.0,4126.0,4110.0,4030.0,217376,0,1
2009-05-26,4150.0,4150.0,4120.0,4045.0,140352,0,1
2009-05-27,4166.0,4166.0,4166.0,4047.0,19189,0,1
2009-05-30,4168.0,4168.0,4168.0,4158.0,1004231,0,1
2009-05-31,4282.0,4282.0,4282.0,4188.0,263991,0,1
2009-06-01,4313.0,4313.0,4313.0,4191.0,25427,0,1
2009-06-02,4316.0,4316.0,4316.0,4220.0,250253,0,1
2009-06-03,4346.0,4346.0,4346.0,4222.0,14689,0,1
2009-06-06,4348.0,4348.0,4348.0,4222.0,10,0,1
2009-06-07,4348.0,4348.0,4348.0,4239.0,147054,0,1
2009-06-08,4366.0,4366.0,4366.0,4239.0,2000,0,1
2009-06-09,4366.0,4366.0,4366.0,4239.0,2000,0,1
2009-06-10,4366.0,4366.0,4366.0,4239.0,10,0,1
2009-06-13,0.0,0.0,0.0,4239.0,0,0,1
2009-06-14,0.0,0.0,0.0,4239.0,0,0,1
2009-06-15,0.0,0.0,0.0,4239.0,0,0,1
2009-06-16,0.0,0.0,0.0,4239.0,0,0,1
